section,subfolder,filename,date,doc_type,facility_or_case,ext,path
01_Case_Overview_and_GNoL_Position,,BoCo Planning Commission Talking Points 8.17.22.xlsx,2022-08-17,Talking points,,xlsx,01_Case_Overview_and_GNoL_Position/BoCo Planning Commission Talking Points 8.17.22.xlsx
01_Case_Overview_and_GNoL_Position,,BoCo Planning Commission Talking Points 9.1.22.docx,2022-09-01,Talking points,,docx,01_Case_Overview_and_GNoL_Position/BoCo Planning Commission Talking Points 9.1.22.docx
01_Case_Overview_and_GNoL_Position,,BoCo Planning Commission Talking Points 9.1.22.xlsx,2022-09-01,Talking points,,xlsx,01_Case_Overview_and_GNoL_Position/BoCo Planning Commission Talking Points 9.1.22.xlsx
01_Case_Overview_and_GNoL_Position,,CEMEX Lyons - An Alternative Proposal - 07.07.2022 [CONFIDENTIAL DRAFT].pdf,2022-07-07,Proposal,,pdf,01_Case_Overview_and_GNoL_Position/CEMEX Lyons - An Alternative Proposal - 07.07.2022 [CONFIDENTIAL DRAFT].pdf
01_Case_Overview_and_GNoL_Position,,CEMEX Permit Application Questions and Concerns.docx,,Permit,,docx,01_Case_Overview_and_GNoL_Position/CEMEX Permit Application Questions and Concerns.docx
01_Case_Overview_and_GNoL_Position,,CEMEX Proposal Options.pdf,,Proposal,,pdf,01_Case_Overview_and_GNoL_Position/CEMEX Proposal Options.pdf
01_Case_Overview_and_GNoL_Position,,Planning Commission Talking Points.docx,,Talking points,,docx,01_Case_Overview_and_GNoL_Position/Planning Commission Talking Points.docx
01_Case_Overview_and_GNoL_Position,,Public Copy of CEMEX Financial Analysis & Proposal Options [v1.0].xlsx,,Proposal,,xlsx,01_Case_Overview_and_GNoL_Position/Public Copy of CEMEX Financial Analysis & Proposal Options [v1.0].xlsx
02_Nonconforming_Use_Evidence,,CEMEX Timelines - Technical Revisions & Non-Conforming Uses.xlsx,,Revision,,xlsx,02_Nonconforming_Use_Evidence/CEMEX Timelines - Technical Revisions & Non-Conforming Uses.xlsx
02_Nonconforming_Use_Evidence,,Non-Conforming Uses for Lyons Quarry.pdf,,Document,,pdf,02_Nonconforming_Use_Evidence/Non-Conforming Uses for Lyons Quarry.pdf
02_Nonconforming_Use_Evidence,,Response to BOCO Oct 2023 letter.pdf,2023-10-00,Letter,,pdf,02_Nonconforming_Use_Evidence/Response to BOCO Oct 2023 letter.pdf
02_Nonconforming_Use_Evidence,Board_of_Adjustment,Exhibit C- Pete L_Orange - Ask a Planner - Bart Lorang 8.23.2022.pdf,2022-08-23,Document,,pdf,02_Nonconforming_Use_Evidence/Board_of_Adjustment/Exhibit C- Pete L_Orange - Ask a Planner - Bart Lorang 8.23.2022.pdf
02_Nonconforming_Use_Evidence,Board_of_Adjustment,board-of-adjustment-supplemental-rules-and-procedures.pdf,,Document,,pdf,02_Nonconforming_Use_Evidence/Board_of_Adjustment/board-of-adjustment-supplemental-rules-and-procedures.pdf
02_Nonconforming_Use_Evidence,Board_of_Adjustment/Martin_Marietta_Precedent,BOA Hearing Guidelines.pdf,,Document,,pdf,02_Nonconforming_Use_Evidence/Board_of_Adjustment/Martin_Marietta_Precedent/BOA Hearing Guidelines.pdf
02_Nonconforming_Use_Evidence,Board_of_Adjustment/Martin_Marietta_Precedent,BOA Hearing Notice.pdf,,Document,,pdf,02_Nonconforming_Use_Evidence/Board_of_Adjustment/Martin_Marietta_Precedent/BOA Hearing Notice.pdf
02_Nonconforming_Use_Evidence,Board_of_Adjustment/Martin_Marietta_Precedent,Martin Marietta Brief 9.7.2022.pdf,2022-09-07,Document,,pdf,02_Nonconforming_Use_Evidence/Board_of_Adjustment/Martin_Marietta_Precedent/Martin Marietta Brief 9.7.2022.pdf
02_Nonconforming_Use_Evidence,Board_of_Adjustment/Martin_Marietta_Precedent,Staff Packet for BOA Hearing.pdf,,Staff packet,,pdf,02_Nonconforming_Use_Evidence/Board_of_Adjustment/Martin_Marietta_Precedent/Staff Packet for BOA Hearing.pdf
02_Nonconforming_Use_Evidence,Board_of_Adjustment/Martin_Marietta_Precedent,Staff Reccommendation Packet 9.7.2022.pdf,2022-09-07,Staff recommendation,,pdf,02_Nonconforming_Use_Evidence/Board_of_Adjustment/Martin_Marietta_Precedent/Staff Reccommendation Packet 9.7.2022.pdf
02_Nonconforming_Use_Evidence,County_Determinations,Appendix A - Land Use Letter.JPG,,Letter,,jpg,02_Nonconforming_Use_Evidence/County_Determinations/Appendix A - Land Use Letter.JPG
02_Nonconforming_Use_Evidence,County_Determinations,Boulder County Letter Land Use Letter - 2006-10-17.pdf,2006-10-17,Letter,,pdf,02_Nonconforming_Use_Evidence/County_Determinations/Boulder County Letter Land Use Letter - 2006-10-17.pdf
02_Nonconforming_Use_Evidence,County_Determinations,Letter from DRMS to CEMEX Oct 28 2002.pdf,2002-10-28,Letter,,pdf,02_Nonconforming_Use_Evidence/County_Determinations/Letter from DRMS to CEMEX Oct 28 2002.pdf
02_Nonconforming_Use_Evidence,County_Determinations,Letter to CEMEX from BoC0 - October 8 2002.pdf,2002-10-08,Letter,,pdf,02_Nonconforming_Use_Evidence/County_Determinations/Letter to CEMEX from BoC0 - October 8 2002.pdf
02_Nonconforming_Use_Evidence,County_Determinations,Variance Request for Plant due to Mining Activity on Property - 1967.pdf,1967-00-00,Variance,,pdf,02_Nonconforming_Use_Evidence/County_Determinations/Variance Request for Plant due to Mining Activity on Property - 1967.pdf
02_Nonconforming_Use_Evidence,New_Structures,1997 - Verizon Wireless Antennas on Silos.pdf,1997-00-00,Document,,pdf,02_Nonconforming_Use_Evidence/New_Structures/1997 - Verizon Wireless Antennas on Silos.pdf
02_Nonconforming_Use_Evidence,New_Structures,1997 Telecommuniciatoins Site.pdf,1997-00-00,Document,,pdf,02_Nonconforming_Use_Evidence/New_Structures/1997 Telecommuniciatoins Site.pdf
02_Nonconforming_Use_Evidence,New_Structures,2000 - Electircal Upgrade for Water Pump Permit.pdf,2000-00-00,Permit,,pdf,02_Nonconforming_Use_Evidence/New_Structures/2000 - Electircal Upgrade for Water Pump Permit.pdf
02_Nonconforming_Use_Evidence,New_Structures,2006 - T-Mobile Tower.pdf,2006-00-00,Document,,pdf,02_Nonconforming_Use_Evidence/New_Structures/2006 - T-Mobile Tower.pdf
02_Nonconforming_Use_Evidence,New_Structures,2008 Dust Collector System.pdf,2008-00-00,Document,,pdf,02_Nonconforming_Use_Evidence/New_Structures/2008 Dust Collector System.pdf
02_Nonconforming_Use_Evidence,New_Structures,2014 - Verizon Modifications and Determination.pdf,2014-00-00,Determination,,pdf,02_Nonconforming_Use_Evidence/New_Structures/2014 - Verizon Modifications and Determination.pdf
02_Nonconforming_Use_Evidence,New_Structures,BP application.pdf,,Document,,pdf,02_Nonconforming_Use_Evidence/New_Structures/BP application.pdf
02_Nonconforming_Use_Evidence,New_Structures,BP-14-0801.pdf,,Document,,pdf,02_Nonconforming_Use_Evidence/New_Structures/BP-14-0801.pdf
02_Nonconforming_Use_Evidence,New_Structures,Building Permit for Qwest Tower on Cement Plant - 2001.pdf,2001-00-00,Permit,,pdf,02_Nonconforming_Use_Evidence/New_Structures/Building Permit for Qwest Tower on Cement Plant - 2001.pdf
02_Nonconforming_Use_Evidence,New_Structures,Drilling Wells - 2022-07-26_HYDROLOGY - M1977208.pdf,2022-07-26,Document,M-1977-208 (Lyons mine),pdf,02_Nonconforming_Use_Evidence/New_Structures/Drilling Wells - 2022-07-26_HYDROLOGY - M1977208.pdf
02_Nonconforming_Use_Evidence,New_Structures,Electrical Service Upgrade 120V 2008.pdf,2008-00-00,Document,,pdf,02_Nonconforming_Use_Evidence/New_Structures/Electrical Service Upgrade 120V 2008.pdf
02_Nonconforming_Use_Evidence,New_Structures,Gmail - 2 Structural Enlargement at Lyons Cement Facility.pdf,,Email,,pdf,02_Nonconforming_Use_Evidence/New_Structures/Gmail - 2 Structural Enlargement at Lyons Cement Facility.pdf
02_Nonconforming_Use_Evidence,New_Structures,Gmail - Structural Enlargement at Lyons Cement Facility.pdf,,Email,,pdf,02_Nonconforming_Use_Evidence/New_Structures/Gmail - Structural Enlargement at Lyons Cement Facility.pdf
02_Nonconforming_Use_Evidence,New_Structures,Hazardous Locate   10-01-2015.pdf,2015-10-01,Document,,pdf,02_Nonconforming_Use_Evidence/New_Structures/Hazardous Locate   10-01-2015.pdf
02_Nonconforming_Use_Evidence,New_Structures,Health_Dept_Memo.docx,,Memo,,docx,02_Nonconforming_Use_Evidence/New_Structures/Health_Dept_Memo.docx
02_Nonconforming_Use_Evidence,New_Structures,Health_Dept_Memo.pdf,,Memo,,pdf,02_Nonconforming_Use_Evidence/New_Structures/Health_Dept_Memo.pdf
02_Nonconforming_Use_Evidence,New_Structures,Health_Dept_Memo__1.pdf,,Memo,,pdf,02_Nonconforming_Use_Evidence/New_Structures/Health_Dept_Memo__1.pdf
02_Nonconforming_Use_Evidence,New_Structures,Like Silo - Application.pdf,,Document,,pdf,02_Nonconforming_Use_Evidence/New_Structures/Like Silo - Application.pdf
02_Nonconforming_Use_Evidence,New_Structures,March 2000 Telecommuniciations Site Permit.pdf,2000-03-00,Permit,,pdf,02_Nonconforming_Use_Evidence/New_Structures/March 2000 Telecommuniciations Site Permit.pdf
02_Nonconforming_Use_Evidence,New_Structures,NOV_march_2007.pdf,,Document,,pdf,02_Nonconforming_Use_Evidence/New_Structures/NOV_march_2007.pdf
02_Nonconforming_Use_Evidence,New_Structures,NOV_march_2007__1.pdf,,Document,,pdf,02_Nonconforming_Use_Evidence/New_Structures/NOV_march_2007__1.pdf
02_Nonconforming_Use_Evidence,New_Structures,New Signs - Building Permit - 4.5.2001.pdf,2001-04-05,Permit,,pdf,02_Nonconforming_Use_Evidence/New_Structures/New Signs - Building Permit - 4.5.2001.pdf
02_Nonconforming_Use_Evidence,New_Structures,Resolution Letter.pdf,,Letter,,pdf,02_Nonconforming_Use_Evidence/New_Structures/Resolution Letter.pdf
02_Nonconforming_Use_Evidence,New_Structures,"SU-01-0008 - Oct 2, 2001 - Qwest.pdf",2001-10-02,Document,SU-01-0008,pdf,"02_Nonconforming_Use_Evidence/New_Structures/SU-01-0008 - Oct 2, 2001 - Qwest.pdf"
02_Nonconforming_Use_Evidence,New_Structures,Signed FDP (1).pdf,,Document,,pdf,02_Nonconforming_Use_Evidence/New_Structures/Signed FDP (1).pdf
02_Nonconforming_Use_Evidence,New_Structures,Visual Evidence of New Structures - CEMEX Lyons - September 2023 (1).pdf,2023-09-00,Document,,pdf,02_Nonconforming_Use_Evidence/New_Structures/Visual Evidence of New Structures - CEMEX Lyons - September 2023 (1).pdf
02_Nonconforming_Use_Evidence,Precedent_Sierra_v_Billingsley,2003 Determination Request.pdf,2003-00-00,Determination,,pdf,02_Nonconforming_Use_Evidence/Precedent_Sierra_v_Billingsley/2003 Determination Request.pdf
02_Nonconforming_Use_Evidence,Precedent_Sierra_v_Billingsley,BOCC Staff Rec PDF.pdf,,Staff recommendation,,pdf,02_Nonconforming_Use_Evidence/Precedent_Sierra_v_Billingsley/BOCC Staff Rec PDF.pdf
02_Nonconforming_Use_Evidence,Precedent_Sierra_v_Billingsley,Memo.pdf,,Memo,,pdf,02_Nonconforming_Use_Evidence/Precedent_Sierra_v_Billingsley/Memo.pdf
03_State_Mining_Permit_M1977208,Inspection_Reports,000016E9.pdf,,Document,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Inspection_Reports/000016E9.pdf
03_State_Mining_Permit_M1977208,Inspection_Reports,1996 CDPHE REport - 013-0003_1996 INSP RPT_12BO444-1-2_5 14 1996.pdf,1996-00-00,Inspection,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Inspection_Reports/1996 CDPHE REport - 013-0003_1996 INSP RPT_12BO444-1-2_5 14 1996.pdf
03_State_Mining_Permit_M1977208,Inspection_Reports,M1977-208_Inspection-Report_wEncls_2022-03-03_Red-Size (1) (1).pdf,2022-03-03,Inspection,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Inspection_Reports/M1977-208_Inspection-Report_wEncls_2022-03-03_Red-Size (1) (1).pdf
03_State_Mining_Permit_M1977208,Inspection_Reports,cemexinc071204-co.pdf,,Document,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Inspection_Reports/cemexinc071204-co.pdf
03_State_Mining_Permit_M1977208,Inspection_Reports,gourevitch_cs_peterson.pdf,,Document,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Inspection_Reports/gourevitch_cs_peterson.pdf
03_State_Mining_Permit_M1977208,Reclamation_Plans_and_Correspondence,2003 - Demolition and Reclamation - 2003-04-23_REVISION - M1977208.pdf,2003-04-23,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Reclamation_Plans_and_Correspondence/2003 - Demolition and Reclamation - 2003-04-23_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Reclamation_Plans_and_Correspondence,2004 Reclamation Map - Includes Plant.pdf,2004-00-00,Reclamation,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Reclamation_Plans_and_Correspondence/2004 Reclamation Map - Includes Plant.pdf
03_State_Mining_Permit_M1977208,Reclamation_Plans_and_Correspondence,2023 - Demolition and Reclamation - Aug 2023 - M1977208.pdf,2023-08-00,Reclamation,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Reclamation_Plans_and_Correspondence/2023 - Demolition and Reclamation - Aug 2023 - M1977208.pdf
03_State_Mining_Permit_M1977208,Reclamation_Plans_and_Correspondence,2024-11-21_REVISION - M1977208.pdf,2024-11-21,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Reclamation_Plans_and_Correspondence/2024-11-21_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Reclamation_Plans_and_Correspondence,CEMEX Confirmation Reclamation - Jan 3 2003.pdf,2003-01-03,Reclamation,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Reclamation_Plans_and_Correspondence/CEMEX Confirmation Reclamation - Jan 3 2003.pdf
03_State_Mining_Permit_M1977208,Reclamation_Plans_and_Correspondence,CO to CEMEX - Dec 30 2002 - Recap of 12-18-2002 Meeting.pdf,2002-12-30,Document,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Reclamation_Plans_and_Correspondence/CO to CEMEX - Dec 30 2002 - Recap of 12-18-2002 Meeting.pdf
03_State_Mining_Permit_M1977208,Reclamation_Plans_and_Correspondence,CO to CEMEX - Oct 28 2002 - Options for Reclamation.pdf,2002-10-28,Reclamation,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Reclamation_Plans_and_Correspondence/CO to CEMEX - Oct 28 2002 - Options for Reclamation.pdf
03_State_Mining_Permit_M1977208,Reclamation_Plans_and_Correspondence,CO to CEMEX Jan 8 2003 Confirming Reclamation.pdf,2003-01-08,Reclamation,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Reclamation_Plans_and_Correspondence/CO to CEMEX Jan 8 2003 Confirming Reclamation.pdf
03_State_Mining_Permit_M1977208,Reclamation_Plans_and_Correspondence,CO to CEMEX March 6 2003 - Initial Reponse to Demo Costs.pdf,2003-03-06,Document,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Reclamation_Plans_and_Correspondence/CO to CEMEX March 6 2003 - Initial Reponse to Demo Costs.pdf
03_State_Mining_Permit_M1977208,Reclamation_Plans_and_Correspondence,CO to CEMEX Receipt of Cost Estimates for Reclamation.pdf,,Reclamation,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Reclamation_Plans_and_Correspondence/CO to CEMEX Receipt of Cost Estimates for Reclamation.pdf
03_State_Mining_Permit_M1977208,Reclamation_Plans_and_Correspondence,Gmail - Bart Question on M1977-208 Inspection Report.pdf,,Inspection,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Reclamation_Plans_and_Correspondence/Gmail - Bart Question on M1977-208 Inspection Report.pdf
03_State_Mining_Permit_M1977208,Reclamation_Plans_and_Correspondence,Gmail - Question on M1977-208 Inspection Report.pdf,,Inspection,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Reclamation_Plans_and_Correspondence/Gmail - Question on M1977-208 Inspection Report.pdf
03_State_Mining_Permit_M1977208,Reclamation_Plans_and_Correspondence,LYONS PLANT RECLAMATION PLAN.pdf,,Reclamation,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Reclamation_Plans_and_Correspondence/LYONS PLANT RECLAMATION PLAN.pdf
03_State_Mining_Permit_M1977208,Reclamation_Plans_and_Correspondence,M1993041_SR1_Cemex_Dowe_Flats_M1993041_Surety_Reduction_Request_124918.pdf,,Document,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Reclamation_Plans_and_Correspondence/M1993041_SR1_Cemex_Dowe_Flats_M1993041_Surety_Reduction_Request_124918.pdf
03_State_Mining_Permit_M1977208,Reclamation_Plans_and_Correspondence,M1993041_SR1_DRMS_M_New Revision Application_FORM_124918.pdf,,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Reclamation_Plans_and_Correspondence/M1993041_SR1_DRMS_M_New Revision Application_FORM_124918.pdf
03_State_Mining_Permit_M1977208,Reclamation_Plans_and_Correspondence,Original 1977 - LYONS PLANT RECLAMATION PLAN.pdf,1977-00-00,Reclamation,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Reclamation_Plans_and_Correspondence/Original 1977 - LYONS PLANT RECLAMATION PLAN.pdf
03_State_Mining_Permit_M1977208,Reclamation_Plans_and_Correspondence,RECLAMATION COUNTORS.pdf,,Reclamation,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Reclamation_Plans_and_Correspondence/RECLAMATION COUNTORS.pdf
03_State_Mining_Permit_M1977208,Reclamation_Plans_and_Correspondence,RECLAMATION PLAN DOWE FLATS.pdf,,Reclamation,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Reclamation_Plans_and_Correspondence/RECLAMATION PLAN DOWE FLATS.pdf
03_State_Mining_Permit_M1977208,Reclamation_Plans_and_Correspondence,RECLAMATION PLAN SILICA QUARRY.pdf,,Reclamation,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Reclamation_Plans_and_Correspondence/RECLAMATION PLAN SILICA QUARRY.pdf
03_State_Mining_Permit_M1977208,Reclamation_Plans_and_Correspondence,Reclamation Detail - 2003-04-02_REVISION - M1977208.pdf,2003-04-02,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Reclamation_Plans_and_Correspondence/Reclamation Detail - 2003-04-02_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Reclamation_Plans_and_Correspondence,Updating Reclamation Plan to Include Concrete Burial 2002.pdf,2002-00-00,Reclamation,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Reclamation_Plans_and_Correspondence/Updating Reclamation Plan to Include Concrete Burial 2002.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,1.16.2001 Memo Regarding CKD DIsposal from DRMS.pdf,2001-01-16,Memo,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/1.16.2001 Memo Regarding CKD DIsposal from DRMS.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,11.29.1999 Letter Regarding Need for Technical Revision w CKD.pdf,1999-11-29,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/11.29.1999 Letter Regarding Need for Technical Revision w CKD.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,1999-04-08_REVISION - M1977208.pdf,1999-04-08,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/1999-04-08_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,1999-06-23_REVISION - M1977208 (1).pdf,1999-06-23,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/1999-06-23_REVISION - M1977208 (1).pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,1999-06-23_REVISION - M1977208.pdf,1999-06-23,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/1999-06-23_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,1999-08-02_REVISION - M1977208 (1).pdf,1999-08-02,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/1999-08-02_REVISION - M1977208 (1).pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,1999-08-02_REVISION - M1977208.pdf,1999-08-02,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/1999-08-02_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,1999-09-07_REVISION - M1977208.pdf,1999-09-07,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/1999-09-07_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,1999-09-26_REVISION - M1977208.pdf,1999-09-26,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/1999-09-26_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,1999-10-04_REVISION - M1977208 (2).pdf,1999-10-04,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/1999-10-04_REVISION - M1977208 (2).pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,1999-10-04_REVISION - M1977208.pdf,1999-10-04,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/1999-10-04_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,1999-10-18_REVISION - M1977208.pdf,1999-10-18,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/1999-10-18_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,1999-11-11_REVISION - M1977208.pdf,1999-11-11,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/1999-11-11_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,1999-11-19_REVISION - M1977208.pdf,1999-11-19,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/1999-11-19_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,1999-11-29_REVISION - M1977208.pdf,1999-11-29,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/1999-11-29_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,1999-12-01_REVISION - M1977208 (2).pdf,1999-12-01,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/1999-12-01_REVISION - M1977208 (2).pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,1999-12-01_REVISION - M1977208.pdf,1999-12-01,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/1999-12-01_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,1999-12-17_REVISION - M1977208 (2).pdf,1999-12-17,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/1999-12-17_REVISION - M1977208 (2).pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,1999-12-17_REVISION - M1977208.pdf,1999-12-17,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/1999-12-17_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,2.11.2000 Technical Revision Approval for CKD.pdf,2000-02-11,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/2.11.2000 Technical Revision Approval for CKD.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,2000-01-04_REVISION - M1977208.pdf,2000-01-04,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/2000-01-04_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,2000-01-18_REVISION - M1977208.pdf,2000-01-18,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/2000-01-18_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,2000-01-28_REVISION - M1977208 (3).pdf,2000-01-28,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/2000-01-28_REVISION - M1977208 (3).pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,2000-01-28_REVISION - M1977208.pdf,2000-01-28,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/2000-01-28_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,2000-02-01_REVISION - M1977208.pdf,2000-02-01,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/2000-02-01_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,2001-07-19_REVISION - M1977208.pdf,2001-07-19,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/2001-07-19_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,2003-05-29_REVISION - m1977208.pdf,2003-05-29,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/2003-05-29_REVISION - m1977208.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,2003-07-17_REVISION - M1977208.pdf,2003-07-17,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/2003-07-17_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,2003-09-04_REVISION - M1977208.pdf,2003-09-04,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/2003-09-04_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,2006-03-06_REVISION - M1977208.pdf,2006-03-06,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/2006-03-06_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,2006-03-31_REVISION - M1977208.pdf,2006-03-31,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/2006-03-31_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,2007-08-31_REVISION - M1977208.pdf,2007-08-31,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/2007-08-31_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,2015-07-02_REVISION - M1977208.pdf,2015-07-02,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/2015-07-02_REVISION - M1977208.pdf
03_State_Mining_Permit_M1977208,Technical_Revisions,2022-05-09_REVISION - M1977208.pdf,2022-05-09,Revision,M-1977-208 (Lyons mine),pdf,03_State_Mining_Permit_M1977208/Technical_Revisions/2022-05-09_REVISION - M1977208.pdf
